"file","generated_at","query","profile","retrieval","selected_attempt","selected_token_budget","selected_top_k","context_tokens_used","context_token_budget","output_length","selected_useful","selected_failed","failure_reason","context_tokens_present","token_savings_vs_2200_budget","token_savings_vs_2200_used","auto_scope"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-05-30T09:58:04.8517472+03:00","QuestTemplateSelector progression objective","code","hybrid","1","900","8","645","900","3335","True","False","","True","1300","1555","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-05-30T09:58:05.3885991+03:00","ScenarioEngine progression selector","code","hybrid","1","900","8","129","900","850","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-05-30T22:01:24.1785766+03:00","NPCManager createNPC","code","hybrid","1","900","8","129","900","814","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-05-30T22:01:24.8631019+03:00","QuestTemplateSelector progression objective","code","hybrid","1","900","8","645","900","3335","True","False","","True","1300","1555","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-05-30T22:01:25.4606937+03:00","ScenarioEngine progression selector","code","hybrid","1","900","8","129","900","850","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-05-31T11:27:20.8171695+03:00","NPCManager createNPC","code","hybrid","1","900","8","129","900","814","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-05-31T11:27:21.5022697+03:00","QuestTemplateSelector progression objective","code","hybrid","1","900","8","645","900","3335","True","False","","True","1300","1555","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-05-31T11:27:22.1084810+03:00","ScenarioEngine progression selector","code","hybrid","1","900","8","129","900","850","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-01T10:18:43.0785473+03:00","NPCManager createNPC","code","hybrid","1","900","8","129","900","814","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-01T10:18:43.7050195+03:00","QuestTemplateSelector progression objective","code","hybrid","1","900","8","645","900","3335","True","False","","True","1300","1555","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-01T10:18:44.4098596+03:00","ScenarioEngine progression selector","code","hybrid","1","900","8","129","900","850","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-02T17:20:52.1181520+03:00","NPCManager createNPC","code","hybrid","1","900","8","129","900","814","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-02T17:20:52.7722875+03:00","QuestTemplateSelector progression objective","code","hybrid","1","900","8","645","900","3316","True","False","","True","1300","1555","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-02T17:20:53.3350740+03:00","ScenarioEngine progression selector","code","hybrid","1","900","8","129","900","850","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-03T06:11:29.6168823+03:00","NPCManager createNPC","code","hybrid","1","900","8","129","900","814","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-03T06:11:30.2756825+03:00","QuestTemplateSelector progression objective","code","hybrid","1","900","8","645","900","3316","True","False","","True","1300","1555","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-03T06:11:30.8271875+03:00","ScenarioEngine progression selector","code","hybrid","1","900","8","129","900","850","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-04T06:16:20.2922516+03:00","NPCManager createNPC","code","hybrid","1","900","8","129","900","814","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-04T06:16:20.8923546+03:00","QuestTemplateSelector progression objective","code","hybrid","1","900","8","645","900","3316","True","False","","True","1300","1555","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-04T06:16:21.4441887+03:00","ScenarioEngine progression selector","code","hybrid","1","900","8","129","900","850","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-05T06:12:33.0176681+03:00","NPCManager createNPC","code","hybrid","1","900","8","129","900","835","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-05T06:12:33.8857534+03:00","QuestTemplateSelector progression objective","code","hybrid","1","900","8","645","900","3316","True","False","","True","1300","1555","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-05T06:12:34.5716119+03:00","ScenarioEngine progression selector","code","hybrid","1","900","8","129","900","850","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-06T12:24:18.8453842+03:00","NPCManager createNPC","code","hybrid","1","900","8","129","900","835","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-06T12:24:19.8933135+03:00","QuestTemplateSelector progression objective","code","hybrid","1","900","8","645","900","3316","True","False","","True","1300","1555","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-06T12:24:20.8530976+03:00","ScenarioEngine progression selector","code","hybrid","1","900","8","129","900","850","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-07T09:11:30.7274459+03:00","NPCManager createNPC","code","hybrid","1","900","8","129","900","814","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-07T09:11:31.4773814+03:00","QuestTemplateSelector progression objective","code","hybrid","1","900","8","645","900","3316","True","False","","True","1300","1555","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-07T09:11:32.1719935+03:00","ScenarioEngine progression selector","code","hybrid","1","900","8","129","900","850","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-08T06:17:21.3652763+03:00","NPCManager createNPC","code","hybrid","1","900","8","129","900","814","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-08T06:17:22.1050714+03:00","QuestTemplateSelector progression objective","code","hybrid","1","900","8","645","900","3321","True","False","","True","1300","1555","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-08T06:17:22.8007019+03:00","ScenarioEngine progression selector","code","hybrid","1","900","8","129","900","850","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-09T06:11:00.2752110+03:00","NPCManager createNPC","code","hybrid","1","900","8","129","900","814","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-09T06:11:01.1621615+03:00","QuestTemplateSelector progression objective","code","hybrid","1","900","8","645","900","3321","True","False","","True","1300","1555","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-09T06:11:01.9923973+03:00","ScenarioEngine progression selector","code","hybrid","1","900","8","129","900","848","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-09T17:07:26.1385531+03:00","NPCManager createNPC","code","hybrid","1","900","8","129","900","814","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-09T17:07:27.2997028+03:00","QuestTemplateSelector progression objective","code","hybrid","1","900","8","645","900","3321","True","False","","True","1300","1555","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-09T17:07:28.1260082+03:00","ScenarioEngine progression selector","code","hybrid","1","900","8","129","900","848","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-10T17:03:22.5336948+03:00","NPCManager createNPC","code","hybrid","1","900","8","129","900","814","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-10T17:03:23.3561268+03:00","QuestTemplateSelector progression objective","code","hybrid","1","900","8","645","900","3321","True","False","","True","1300","1555","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\code\mcp-context-nightly-summary-code.jsonl","2026-06-10T17:03:24.0883608+03:00","ScenarioEngine progression selector","code","hybrid","1","900","8","129","900","848","True","False","","True","1300","2071","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-21T17:41:06.8901673+03:00","quest debugdump anchors audit","debug","hybrid","1","900","8","622","900","2945","True","False","","True","1300","1578","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-21T17:41:07.4546712+03:00","story context state events debug","debug","hybrid","1","900","8","493","900","2242","True","False","","True","1300","1707","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-21T17:41:07.9608816+03:00","spawn audit duplicate npc investigate","debug","hybrid","1","900","8","622","900","2961","True","False","","True","1300","1578","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-21T17:42:45.2520481+03:00","quest debugdump anchors audit","debug","hybrid","1","900","8","622","900","2945","True","False","","True","1300","1578","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-21T17:42:45.7620842+03:00","story context state events debug","debug","hybrid","1","900","8","493","900","2242","True","False","","True","1300","1707","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-21T17:42:46.2901851+03:00","spawn audit duplicate npc investigate","debug","hybrid","1","900","8","622","900","2961","True","False","","True","1300","1578","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-22T05:43:17.5320579+03:00","quest debugdump anchors audit","debug","hybrid","3","2200","14",,,"286","False","True","legacy-missing-token-metadata","False",,,"True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-22T05:43:18.3550536+03:00","story context state events debug","debug","hybrid","3","2200","14",,,"286","False","True","legacy-missing-token-metadata","False",,,"True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-22T05:43:19.1720262+03:00","spawn audit duplicate npc investigate","debug","hybrid","3","2200","14",,,"286","False","True","legacy-missing-token-metadata","False",,,"True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-22T17:08:27.9932799+03:00","quest debugdump anchors audit","debug","hybrid","3","2200","14",,,"286","False","True","legacy-missing-token-metadata","False",,,"True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-22T17:08:28.8060772+03:00","story context state events debug","debug","hybrid","3","2200","14",,,"286","False","True","legacy-missing-token-metadata","False",,,"True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-22T17:08:29.5971364+03:00","spawn audit duplicate npc investigate","debug","hybrid","3","2200","14",,,"286","False","True","legacy-missing-token-metadata","False",,,"True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-23T09:48:50.5640227+03:00","quest debugdump anchors audit","debug","hybrid","3","2200","14",,,"286","False","True","legacy-missing-token-metadata","False",,,"True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-23T09:48:52.5035715+03:00","story context state events debug","debug","hybrid","3","2200","14",,,"286","False","True","legacy-missing-token-metadata","False",,,"True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-23T09:48:54.3066517+03:00","spawn audit duplicate npc investigate","debug","hybrid","3","2200","14",,,"286","False","True","legacy-missing-token-metadata","False",,,"True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-25T19:15:25.9508526+03:00","quest debugdump anchors audit","debug","hybrid","2","1400","12",,,"286","False","True","missing-token-metadata","False",,,"True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-25T19:15:26.5155666+03:00","story context state events debug","debug","hybrid","2","1400","12",,,"286","False","True","missing-token-metadata","False",,,"True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-25T19:15:27.0957314+03:00","spawn audit duplicate npc investigate","debug","hybrid","2","1400","12",,,"286","False","True","missing-token-metadata","False",,,"True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-26T06:14:30.4935634+03:00","quest debugdump anchors audit","debug","hybrid","2","1400","12",,,"286","False","True","below-min-chars","False",,,"True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-26T06:14:31.0587918+03:00","story context state events debug","debug","hybrid","2","1400","12",,,"286","False","True","below-min-chars","False",,,"True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-26T06:14:31.6837915+03:00","spawn audit duplicate npc investigate","debug","hybrid","2","1400","12",,,"286","False","True","below-min-chars","False",,,"True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-27T06:19:25.0638429+03:00","quest debugdump anchors audit","debug","hybrid","1","900","8","622","900","2946","True","False","","True","1300","1578","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-27T06:19:25.5601351+03:00","story context state events debug","debug","hybrid","1","900","8","493","900","2242","True","False","","True","1300","1707","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-27T06:19:26.0435635+03:00","spawn audit duplicate npc investigate","debug","hybrid","1","900","8","622","900","2974","True","False","","True","1300","1578","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-28T07:21:38.1982319+03:00","quest debugdump anchors audit","debug","hybrid","1","900","8","622","900","2946","True","False","","True","1300","1578","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-28T07:21:38.7686662+03:00","story context state events debug","debug","hybrid","1","900","8","493","900","2242","True","False","","True","1300","1707","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-28T07:21:39.3346605+03:00","spawn audit duplicate npc investigate","debug","hybrid","1","900","8","622","900","2974","True","False","","True","1300","1578","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-29T19:53:28.2621525+03:00","quest debugdump anchors audit","debug","hybrid","1","900","8","622","900","2946","True","False","","True","1300","1578","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-29T19:53:28.7535689+03:00","story context state events debug","debug","hybrid","1","900","8","493","900","2242","True","False","","True","1300","1707","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-29T19:53:29.2537228+03:00","spawn audit duplicate npc investigate","debug","hybrid","1","900","8","622","900","2974","True","False","","True","1300","1578","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-30T09:58:06.2703183+03:00","quest debugdump anchors audit","debug","hybrid","1","900","8","622","900","2946","True","False","","True","1300","1578","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-30T09:58:06.7771180+03:00","story context state events debug","debug","hybrid","1","900","8","493","900","2242","True","False","","True","1300","1707","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-30T09:58:07.2950723+03:00","spawn audit duplicate npc investigate","debug","hybrid","1","900","8","622","900","2974","True","False","","True","1300","1578","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-30T22:01:27.0375715+03:00","quest debugdump anchors audit","debug","hybrid","1","900","8","622","900","2946","True","False","","True","1300","1578","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-30T22:01:27.8832750+03:00","story context state events debug","debug","hybrid","1","900","8","493","900","2242","True","False","","True","1300","1707","True"
"C:\Users\HeroesninjA\IdeaProjects\test\.ai\nightly\debug\mcp-context-nightly-summary-debug.jsonl","2026-05-30T22:01:28.5356488+03:00","spawn audit duplicate npc investigate","debug","hybrid","1","900","8","622","900","2974","True","False","","True","1300","1578","True"
